timestamp,POSITION_TARGET_LOCAL_NED.time_boot_ms,POSITION_TARGET_LOCAL_NED.coordinate_frame,POSITION_TARGET_LOCAL_NED.type_mask,POSITION_TARGET_LOCAL_NED.x,POSITION_TARGET_LOCAL_NED.y,POSITION_TARGET_LOCAL_NED.z,POSITION_TARGET_LOCAL_NED.vx,POSITION_TARGET_LOCAL_NED.vy,POSITION_TARGET_LOCAL_NED.vz,POSITION_TARGET_LOCAL_NED.afx,POSITION_TARGET_LOCAL_NED.afy,POSITION_TARGET_LOCAL_NED.afz,POSITION_TARGET_LOCAL_NED.yaw,POSITION_TARGET_LOCAL_NED.yaw_rate
1631220914.69099998,79571,1,31,nan,nan,nan,nan,nan,-0.0695096030831337,0.9652321338653564,1.4196096658706665,-0.3058641254901886,0.9736689925193787,1.401298464324817e-45
1631220915.61999989,80629,1,31,nan,nan,nan,nan,nan,-0.06956589967012405,0.9958744645118713,1.4646766185760498,-0.004515796899795532,0.9736689925193787,1.401298464324817e-45
1631220916.54299998,81689,1,31,nan,nan,nan,nan,nan,-0.07218033075332642,0.720093846321106,1.059073805809021,-0.28817784786224365,0.9736689925193787,1.401298464324817e-45
1631220917.64699984,82761,1,31,nan,nan,nan,nan,nan,-0.07213570177555084,0.7507361173629761,1.1041408777236938,0.061958156526088715,0.9736689925193787,1.401298464324817e-45
1631220918.68400002,83816,1,31,nan,nan,nan,nan,nan,-0.0695108100771904,0.8809658288955688,1.2956753969192505,0.003227958455681801,0.9736689925193787,1.401298464324817e-45
1631220919.77199984,84890,1,31,nan,nan,nan,nan,nan,-0.0698670819401741,1.018856167793274,1.4984768629074097,-0.024810655042529106,0.9736689925193787,1.401298464324817e-45
1631220920.91899991,85949,1,31,nan,nan,nan,nan,nan,-0.0695095956325531,0.6051852107048035,0.8900727033615112,0.12494084239006042,0.9736689925193787,1.401298464324817e-45
1631220921.84200001,87008,1,31,nan,nan,nan,nan,nan,-0.07036872208118439,0.9413361549377441,-0.1787300854921341,-0.08723211288452148,0.9736689925193787,1.401298464324817e-45
1631220923.00099993,88076,1,31,nan,nan,nan,nan,nan,-0.07218033820390701,1.7122639417648315,-0.9500359892845154,-0.10324184596538544,0.9736689925193787,1.401298464324817e-45
1631220924.15100002,89140,1,31,nan,nan,nan,nan,nan,-0.07082918286323547,0.5488815307617188,0.3187660574913025,-0.38393035531044006,0.9736689925193787,1.401298464324817e-45
1631220925.06999993,90199,1,31,nan,nan,nan,nan,nan,-0.07093305885791779,0.0,0.0,-0.23279008269309998,0.9736689925193787,1.401298464324817e-45
1631220926.13999987,91263,1,31,nan,nan,nan,nan,nan,-0.07218034565448761,0.4443131685256958,0.653471052646637,-0.47106948494911194,0.9736689925193787,1.401298464324817e-45
1631220927.32499981,92327,1,31,nan,nan,nan,nan,nan,-0.07218033820390701,1.6581039428710938,-1.1273910999298096,-0.034979283809661865,0.9736689925193787,1.401298464324817e-45
1631220928.52999997,93386,1,31,nan,nan,nan,nan,nan,-0.0702962875366211,1.4082527160644531,-0.957510232925415,-0.305268794298172,0.9736689925193787,1.401298464324817e-45
1631220929.32499981,94460,1,31,nan,nan,nan,nan,nan,-0.07148435711860657,0.9653345346450806,-0.6563578248023987,-0.44419610500335693,0.9736689925193787,1.401298464324817e-45
1631220930.48099995,95519,1,31,nan,nan,nan,nan,nan,-0.0695096030831337,0.0,0.0,-0.27010470628738403,0.838934600353241,0.0021027112379670143
1631220931.34999990,96578,1,31,nan,nan,nan,nan,nan,-0.0695095956325531,0.0,0.0,-0.512216329574585,0.949003279209137,0.385745108127594
1631220932.49000001,97652,1,31,nan,nan,nan,nan,nan,-0.0695095956325531,0.0,0.0,-0.23914334177970886,1.3151367902755737,0.21066775918006897
1631220933.81399989,98715,1,31,nan,nan,nan,nan,nan,-0.07206118851900101,-0.005238557234406471,0.4904499351978302,-0.22880160808563232,1.5814770460128784,0.12632998824119568
1631220934.58599997,99775,1,31,nan,nan,nan,nan,nan,-0.0695095956325531,0.0,0.0,-0.31806498765945435,1.693411946296692,1.7363923689117655e-05
1631220935.67499995,100847,1,31,nan,nan,nan,nan,nan,-0.0695096030831337,-0.00355105591006577,0.027016393840312958,-0.22272057831287384,1.7001932859420776,0.01396926213055849
1631220937.00600004,101898,1,31,nan,nan,nan,nan,nan,-0.057793427258729935,0.0,0.0,0.10743971168994904,1.7636420726776123,0.015030051581561565
1631220937.81200004,102957,1,27,nan,nan,-5.104754447937012,nan,nan,0.008524417877197266,0.0,0.0,-0.12911489605903625,1.7788825035095215,1.14477373358568e-07
1631220938.88100004,104021,1,27,nan,nan,-5.104754447937012,nan,nan,0.002120494842529297,0.0,0.0,-0.06422481685876846,1.7788825035095215,7.465000297600388e-13
1631220940.12699986,105089,1,27,nan,nan,-5.104754447937012,nan,nan,-0.013051033020019531,0.0,0.0,-0.11899655312299728,1.8981863260269165,0.21488253772258759
1631220940.98099995,106157,1,27,nan,nan,-5.104754447937012,nan,nan,-0.020229816436767578,0.0,0.0,-0.24964416027069092,2.095508337020874,0.25094112753868103
1631220942.13499999,107217,1,31,nan,nan,nan,nan,nan,-0.11406201869249344,-0.449242502450943,0.5478212833404541,-0.5801613330841064,2.2588253021240234,0.011369969695806503
1631220943.50999999,108281,1,27,nan,nan,-5.210198402404785,nan,nan,0.020030975341796875,-0.29184314608573914,0.35973435640335083,-0.16225096583366394,2.2523739337921143,0.0001122971807490103
1631220944.22000003,109340,1,27,nan,nan,-5.210198402404785,nan,nan,0.09062767028808594,-0.017167244106531143,0.021160846576094627,-0.03641798347234726,2.2523739337921143,9.269335854433791e-10
1631220945.37199998,110400,1,31,nan,nan,nan,nan,nan,-0.06435418128967285,-0.5493518114089966,0.6771470904350281,-0.7109841108322144,2.2523739337921143,7.211779967425305e-15
1631220946.27999997,111468,1,31,nan,nan,nan,nan,nan,-0.07953037321567535,-0.5836862921714783,0.7194687128067017,-0.15046502649784088,2.2523739337921143,4.265714842738558e-20
1631220947.43899989,112527,1,27,nan,nan,-5.455486297607422,nan,nan,0.015070438385009766,-0.25750860571861267,0.31741267442703247,-0.07971880584955215,2.2523739337921143,3.229501143109097e-25
1631220948.47099996,113600,1,27,nan,nan,-5.455486297607422,nan,nan,0.06893396377563477,0.0,0.0,-0.034176141023635864,2.2523739337921143,2.5641968577311834e-30
1631220950.06200004,114659,1,31,nan,nan,nan,nan,nan,0.09111277014017105,0.0,0.0,-0.14483320713043213,2.2523739337921143,1.7587840608386628e-35
1631220950.89999986,115719,1,31,nan,nan,nan,nan,nan,0.15979303419589996,0.0,0.0,-0.25112438201904297,2.2523739337921143,1.3616136918151383e-40
1631220951.69400001,116788,1,31,nan,nan,nan,nan,nan,0.36794260144233704,0.0,0.0,-0.36527323722839355,2.2523739337921143,2.802596928649634e-45
1631220952.73499990,117847,1,31,nan,nan,nan,nan,nan,0.3639358580112457,0.0,0.0,-0.18369480967521667,2.244624137878418,0.0036116326227784157
1631220953.76600003,118910,1,31,nan,nan,nan,nan,nan,0.36849868297576904,-0.04713816195726395,0.02734915353357792,-0.15993307530879974,2.6256160736083984,0.7979814410209656
1631220954.81999993,119970,1,31,nan,nan,nan,nan,nan,0.3671027719974518,-0.7485122084617615,-0.03523718938231468,-0.10870359092950821,-3.0906994342803955,0.34024614095687866
1631220956.00999999,121043,1,31,nan,nan,nan,nan,nan,0.3639358878135681,-2.1181888580322266,-0.3836533725261688,-0.04699268192052841,-2.962411880493164,2.5251767965528416e-06
1631220956.95700002,122107,1,31,nan,nan,nan,nan,nan,0.07466068863868713,-1.3236039876937866,-0.18390817940235138,0.48342475295066833,-2.962411880493164,1.9259939129656622e-11
1631220957.97000003,123171,1,31,nan,nan,nan,nan,nan,0.07466259598731995,-1.6489697694778442,-0.2986668646335602,-0.17819437384605408,-2.962411880493164,1.4166767656149042e-16
1631220959.15599990,124235,1,31,nan,nan,nan,nan,nan,0.07366225868463516,-3.7805652618408203,-0.6847484707832336,0.23972219228744507,-2.962411880493164,1.0261504674598839e-21
1631220960.22000003,125294,1,31,nan,nan,nan,nan,nan,0.026737164705991745,-0.053625039756298065,-0.009712744504213333,0.014091342687606812,-2.962411880493164,8.453458882623628e-27
1631220961.25999999,126353,1,31,nan,nan,nan,nan,nan,0.026737164705991745,0.7235994338989258,-3.995065212249756,-0.21610072255134583,-2.962411880493164,7.558425737051432e-32
1631220962.66199994,127422,1,31,nan,nan,nan,nan,nan,0.026772717013955116,0.5172036290168762,-2.8555333614349365,-0.11008748412132263,-2.962411880493164,5.0103258436118115e-37
1631220963.34399986,128486,1,31,nan,nan,nan,nan,nan,0.026737162843346596,0.09712743759155273,-0.5362503528594971,0.010139673948287964,-2.962411880493164,3.890004536965692e-42
1631220964.42799997,129545,1,31,nan,nan,nan,nan,nan,0.02759838104248047,0.0,0.0,-0.13339339196681976,-2.962411880493164,1.401298464324817e-45
1631220965.41999984,130622,1,31,nan,nan,nan,nan,nan,-0.3401274085044861,0.0,0.0,-0.6517916917800903,-2.962411880493164,1.401298464324817e-45
1631220966.58099985,131670,1,31,nan,nan,nan,nan,nan,-0.5726868510246277,0.0,0.0,-2.5992681980133057,-2.962411880493164,1.401298464324817e-45
1631220967.61099982,132736,1,31,nan,nan,nan,nan,nan,-0.6092206239700317,0.0,0.0,-0.9492303133010864,-2.962411880493164,1.401298464324817e-45
1631220968.83599997,133800,1,31,nan,nan,nan,nan,nan,-0.6110430359840393,0.0,0.0,-0.4517393112182617,-2.9476823806762695,0.09459134936332703
1631220969.63999987,134874,1,31,nan,nan,nan,nan,nan,-0.006061922293156385,0.0,0.0,-0.5389384031295776,-2.662670850753784,0.00041515607153996825
1631220970.76999998,135924,1,31,nan,nan,nan,nan,nan,-0.006048939190804958,0.0,0.0,-0.3328995108604431,-2.3647305965423584,1.2438868284225464
1631220972.03399992,136987,1,31,nan,nan,nan,nan,nan,-0.016572803258895874,-1.059835433959961,-2.211552143096924,-0.24081678688526154,-2.0176877975463867,1.2493924259615596e-05
1631220972.96199989,138047,1,31,nan,nan,nan,nan,nan,-0.018297957256436348,-0.5829094052314758,-1.2163536548614502,0.09557954967021942,-2.0176877975463867,9.592342198327941e-11
1631220973.96499991,139110,1,31,nan,nan,nan,nan,nan,-0.01657279208302498,-0.6005733609199524,-1.2532129287719727,-0.13999031484127045,-2.0176877975463867,7.926693139083353e-16
1631220975.25399995,140179,1,31,nan,nan,nan,nan,nan,-0.01920534111559391,-0.6300131678581238,-1.3146448135375977,-0.0160539373755455,-2.0176877975463867,5.487712881410337e-21
1631220976.15299988,141238,1,31,nan,nan,nan,nan,nan,-0.01657279208302498,-0.5416936278343201,-1.1303489208221436,0.025387302041053772,-2.0176877975463867,4.397053986324357e-26
1631220977.10399985,142307,1,31,nan,nan,nan,nan,nan,-0.017000120133161545,-0.09420758485794067,-0.19658242166042328,-0.11358225345611572,-2.0176877975463867,2.7594468925807317e-31
1631220978.56799984,143370,1,31,nan,nan,nan,nan,nan,-0.017616642639040947,0.08902616798877716,0.18577037751674652,-0.21543040871620178,-2.0176877975463867,2.024176304340461e-36
1631220979.36599994,144439,1,31,nan,nan,nan,nan,nan,-0.019074786454439163,0.0,0.0,-0.2594320476055145,-2.0176877975463867,1.5254535082639959e-41
1631220980.39199996,145499,1,31,nan,nan,nan,nan,nan,-0.01657279208302498,2.125547170639038,-1.0186195373535156,-0.21980798244476318,-2.0176877975463867,1.401298464324817e-45
1631220981.63399982,146566,1,31,nan,nan,nan,nan,nan,-0.019114231690764427,-0.7802355885505676,0.3739098906517029,-0.17887985706329346,-2.0176877975463867,1.401298464324817e-45
1631220982.48699999,147621,1,27,nan,nan,-5.596431255340576,nan,nan,-0.0034418106079101562,0.0,0.0,-0.4796887934207916,-2.0176877975463867,1.401298464324817e-45
1631220983.62599993,148690,1,31,nan,nan,nan,nan,nan,0.037558842450380325,-0.34677138924598694,0.16618219017982483,-0.278900682926178,-2.0176877975463867,1.401298464324817e-45
1631220984.86099982,149750,1,31,nan,nan,nan,nan,nan,0.12226376682519913,-0.18983212113380432,-0.014783873222768307,-0.3283248245716095,-2.0176877975463867,1.401298464324817e-45
1631220985.70299983,150817,1,31,nan,nan,nan,nan,nan,0.3482877016067505,-0.2178550362586975,-0.4545968472957611,-0.23131394386291504,-2.0176877975463867,1.401298464324817e-45
1631220986.74499989,151877,1,31,nan,nan,nan,nan,nan,0.3482877016067505,-0.26495885848999023,-0.552888035774231,-0.14641499519348145,-2.0176877975463867,1.401298464324817e-45
1631220987.96799994,152936,1,31,nan,nan,nan,nan,nan,0.34661322832107544,0.0,0.0,-0.12054292857646942,-2.0176877975463867,1.401298464324817e-45
1631220988.93999982,154010,1,31,nan,nan,nan,nan,nan,0.34646496176719666,0.0,0.0,-0.21881693601608276,-2.0176877975463867,1.401298464324817e-45
1631220989.86399984,155071,1,31,nan,nan,nan,nan,nan,0.35049277544021606,0.0,0.0,-0.11220765113830566,-2.0176877975463867,1.401298464324817e-45
1631220991.47700000,156128,1,31,nan,nan,nan,nan,nan,0.3482877016067505,0.0,0.0,-0.10795193910598755,-2.0176877975463867,1.401298464324817e-45
1631220991.96799994,157201,1,31,nan,nan,nan,nan,nan,0.34702664613723755,0.0,0.0,-0.35502898693084717,-2.0176877975463867,1.401298464324817e-45
1631220993.09299994,158260,1,31,nan,nan,nan,nan,nan,0.3470743000507355,0.0,0.0,-0.31953370571136475,-2.0176877975463867,1.401298464324817e-45
1631220994.22000003,159329,1,31,nan,nan,nan,nan,nan,0.3482877314090729,0.0,0.0,-0.08684161305427551,-2.0176877975463867,1.401298464324817e-45
1631220995.23899984,160389,1,31,nan,nan,nan,nan,nan,0.3454878628253937,0.0,0.0,-0.02577821910381317,-2.0176877975463867,1.401298464324817e-45
1631220996.42899990,161448,1,31,nan,nan,nan,nan,nan,0.34491512179374695,0.0,0.0,0.10512056946754456,-2.0176877975463867,1.401298464324817e-45
1631220997.63399982,162511,1,31,nan,nan,nan,nan,nan,0.3444972038269043,-0.3343867063522339,0.1602471023797989,-0.16149964928627014,-2.0176877975463867,1.401298464324817e-45
1631220998.50899982,163580,1,31,nan,nan,nan,nan,nan,0.7195798754692078,0.0,0.0,-0.5817642211914062,-2.0176877975463867,1.401298464324817e-45
1631220999.42299986,164644,1,31,nan,nan,nan,nan,nan,0.6999999284744263,0.0,0.0,3.3202550411224365,-2.0176877975463867,1.401298464324817e-45
1631221001.03600001,165698,1,31,nan,nan,nan,nan,nan,0.6999999284744263,0.0,0.0,4.881415367126465,-1.9092026948928833,-2.5823557376861572
1631221001.89499998,166767,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-1.9109101295471191,0.0
1631221002.61999989,167839,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-1.9162311553955078,0.0
1631221003.92299986,168890,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-1.9221230745315552,0.0
1631221004.85599995,169959,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-1.9275412559509277,0.0
1631221005.95700002,171018,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-1.9323711395263672,0.0
1631221007.16299987,171297,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-1.9334796667099,0.0
