timestamp,ATTITUDE.time_boot_ms,ATTITUDE.roll,ATTITUDE.pitch,ATTITUDE.yaw,ATTITUDE.rollspeed,ATTITUDE.pitchspeed,ATTITUDE.yawspeed
1631220693.00999999,47571,-0.02489098347723484,0.004623863380402327,2.6349267959594727,-0.00017841020599007607,-0.00018839025869965553,0.0008468190208077431
1631220719.80499983,77860,-0.1436040848493576,0.010029353201389313,2.2178962230682373,0.36481186747550964,0.17212072014808655,-0.2126273512840271
1631220719.81299996,78023,-0.11094097048044205,-0.016211234033107758,2.208616256713867,-0.07905887812376022,-0.5104039311408997,0.06670817732810974
1631220720.19899988,78185,-0.20315034687519073,-0.09736298024654388,2.233686685562134,-0.29270559549331665,0.028615746647119522,-0.07644548267126083
1631220720.29600000,78338,-0.18250437080860138,-0.049298226833343506,2.2285103797912598,0.2307707816362381,0.32981839776039124,0.13220469653606415
1631220720.44499993,78591,-0.10731108486652374,-0.00756704481318593,2.2389397621154785,-0.04144664481282234,-0.11265852302312851,-0.015545508824288845
1631220720.49300003,78672,-0.12340318411588669,-0.028727322816848755,2.2471890449523926,-0.349412739276886,-0.314721018075943,0.09926987439393997
1631220720.62099981,78757,-0.14924481511116028,-0.03438699617981911,2.245981454849243,-0.14750047028064728,0.18256086111068726,-0.16069547832012177
1631220720.74899983,78839,-0.14759941399097443,-0.01635105162858963,2.2280802726745605,0.0678907185792923,0.2073834091424942,-0.15808776021003723
1631220720.95700002,78929,-0.13989397883415222,-0.00917852483689785,2.220111608505249,0.10573673248291016,0.015710266306996346,-0.058545924723148346
1631220721.08699989,79010,-0.13500946760177612,-0.01985909417271614,2.2212412357330322,0.013718285597860813,-0.2382424920797348,0.018033446744084358
1631220721.21599984,79091,-0.1549876481294632,-0.05133466050028801,2.2344486713409424,-0.5760547518730164,-0.5975178480148315,0.20774191617965698
1631220721.28099990,79172,-0.21912187337875366,-0.09659432619810104,2.2722644805908203,-0.6195102334022522,-0.4665188789367676,0.38736841082572937
1631220721.43099999,79262,-0.24742791056632996,-0.11617618799209595,2.3196654319763184,-0.19893769919872284,-0.3192178010940552,0.47613364458084106
1631220721.52600002,79343,-0.280682235956192,-0.1302686184644699,2.3632099628448486,-0.37084248661994934,-0.27855920791625977,0.45352402329444885
1631220721.66899991,79425,-0.3106076121330261,-0.13544227182865143,2.4050323963165283,-0.23703382909297943,-0.0878971666097641,0.44615283608436584
1631220721.78299999,79510,-0.31970807909965515,-0.11155083030462265,2.430218458175659,-0.0012369725154712796,0.3577359616756439,0.3074653148651123
1631220722.90799999,79848,-0.3956066370010376,0.08423206210136414,2.425443172454834,-0.36956125497817993,0.3760230839252472,0.04572070389986038
1631220722.90899992,80182,-0.33945801854133606,0.10997433960437775,2.2472405433654785,0.012047044932842255,-0.401741087436676,-0.4968135356903076
1631220722.90999985,80439,-0.5208458304405212,-0.012358039617538452,2.2016544342041016,-0.4620758295059204,0.08529898524284363,-0.22128982841968536
1631220722.91100001,80853,-0.5127043128013611,0.11045786738395691,2.131530284881592,-0.27660810947418213,0.3902466893196106,0.12182550877332687
1631220722.91199994,81029,-0.4581223726272583,0.2247038334608078,1.9876396656036377,0.9076728820800781,1.0299652814865112,-0.6171190142631531
1631220722.93099999,81110,-0.3827025294303894,0.27490025758743286,1.9017925262451172,1.2708492279052734,0.8762904405593872,-0.68548184633255
1631220723.15699983,81196,-0.31050291657447815,0.28388646245002747,1.8382622003555298,0.7029788494110107,-0.19233231246471405,-0.5972633361816406
1631220723.28600001,81358,-0.32280808687210083,0.15094685554504395,1.7637031078338623,0.25360795855522156,-0.2606029510498047,-0.8184730410575867
1631220723.35500002,81439,-0.2911623418331146,0.1287268102169037,1.6994280815124512,0.5343915224075317,0.06543289124965668,-0.7999240756034851
1631220723.38699985,81530,-0.26474207639694214,0.12031494826078415,1.6302083730697632,0.2556172013282776,0.18776680529117584,-0.7448081970214844
1631220723.51499987,81611,-0.2649003863334656,0.12337017804384232,1.5692816972732544,-0.08788546919822693,0.1625734120607376,-0.622046947479248
1631220723.80399990,81696,-0.29446941614151,0.11806341260671616,1.5262924432754517,-0.3752804398536682,0.09906024485826492,-0.4406367242336273
1631220723.82099986,81777,-0.35253775119781494,0.10886329412460327,1.5070170164108276,-1.069248080253601,-0.15677855908870697,-0.09949265420436859
1631220723.85299993,81859,-0.44404155015945435,0.10404150187969208,1.512899398803711,-1.0476146936416626,0.0005733724683523178,0.14438413083553314
1631220723.98300004,81949,-0.5217602849006653,0.12187517434358597,1.5226658582687378,-0.7635523080825806,0.248829647898674,0.16010582447052002
1631220724.09500003,82030,-0.5700655579566956,0.14952871203422546,1.5116519927978516,-0.35353848338127136,0.39319321513175964,0.006836701184511185
1631220724.13800001,82111,-0.5836234092712402,0.17047031223773956,1.488569974899292,-0.03868499770760536,0.3603036105632782,-0.18802104890346527
1631220724.16499996,82197,-0.6081900596618652,0.17327778041362762,1.4644453525543213,-0.40016689896583557,0.032066211104393005,-0.19057396054267883
1631220724.21199989,82278,-0.6529309153556824,0.16464900970458984,1.4471969604492188,-0.614589273929596,-0.07028897106647491,-0.17670749127864838
1631220724.26600003,82449,-0.697170078754425,0.13216622173786163,1.4251816272735596,0.21244382858276367,0.08350635319948196,-0.4529930055141449
1631220724.31399989,82530,-0.6718783378601074,0.10732173919677734,1.3869038820266724,0.42892318964004517,-0.01381345558911562,-0.5885589122772217
1631220724.40999985,82620,-0.6272241473197937,0.07125379145145416,1.3466269969940186,0.5793915390968323,-0.04779884219169617,-0.5867593884468079
1631220724.53799987,82697,-0.5939964652061462,0.04652934521436691,1.315854787826538,0.3367626368999481,-0.01786884292960167,-0.424117773771286
1631220724.69799995,82787,-0.5695008635520935,0.037709999829530716,1.2951686382293701,0.34672391414642334,0.191429004073143,-0.1346675008535385
1631220724.72399998,82868,-0.5481681823730469,0.06207384169101715,1.265665054321289,0.06933440268039703,0.5067710280418396,-0.1191273033618927
1631220724.92599988,82950,-0.5650596022605896,0.07895849645137787,1.2595601081848145,-0.4221298098564148,-0.11068356037139893,0.23232311010360718
1631220724.95199990,83121,-0.5842549800872803,0.09314016997814178,1.274814248085022,-0.12487827986478806,0.3102453351020813,-0.08704402297735214
1631220725.04799986,83207,-0.589118242263794,0.11053299158811569,1.25716233253479,-0.008369764313101768,0.21054144203662872,0.011842921376228333
1631220725.06399989,83287,-0.5998537540435791,0.11948741972446442,1.2599294185638428,-0.2508510947227478,-0.05278237536549568,0.14985951781272888
1631220725.24000001,83369,-0.6339324712753296,0.12127895653247833,1.2662382125854492,-0.5923396944999695,0.031108245253562927,-0.009764588437974453
1631220725.41999984,83626,-0.7379046678543091,0.09879568219184875,1.267881989479065,0.10675131529569626,-0.10517863184213638,-0.03801002353429794
1631220725.52600002,83711,-0.710076630115509,0.1015910804271698,1.2582781314849854,0.4461345374584198,0.25790759921073914,-0.0666382685303688
1631220725.57399988,83792,-0.6815537214279175,0.12290477752685547,1.2417523860931396,0.23040510714054108,0.34667596220970154,0.08717074245214462
1631220725.70199990,83873,-0.6904464364051819,0.1450585275888443,1.2394609451293945,-0.35966917872428894,0.15799833834171295,0.14786194264888763
1631220725.82799983,83955,-0.7079696655273438,0.15130466222763062,1.242607593536377,-0.018669988960027695,-0.06900093704462051,0.004648895002901554
1631220726.08399987,84049,-0.6763013601303101,0.12744933366775513,1.2282347679138184,0.5340061187744141,-0.05633549392223358,-0.5256748795509338
1631220726.10999990,84130,-0.635636568069458,0.09445706009864807,1.176905632019043,0.6256120204925537,0.10007369518280029,-0.8701202869415283
1631220726.20499992,84211,-0.5414952039718628,0.02758638560771942,1.117712140083313,1.976010799407959,-0.47420090436935425,-0.9622042775154114
1631220726.22099996,84293,-0.4189664125442505,-0.03222066909074783,1.0809540748596191,1.2274924516677856,-0.41679614782333374,-0.5937415957450867
1631220726.23699999,84383,-0.265433669090271,-0.06454898416996002,1.0552728176116943,1.6227164268493652,0.01923424005508423,-0.13381317257881165
1631220726.28499985,84464,-0.1342359185218811,-0.050208378583192825,1.04714834690094,1.784713864326477,0.2540607750415802,0.10984377562999725
1631220726.44299984,84545,0.04690791666507721,-0.03778022527694702,1.0540505647659302,2.04919171333313,0.1156708151102066,0.15691322088241577
1631220726.44400001,84631,0.1388951539993286,0.0032451702281832695,1.0623528957366943,0.8446222543716431,0.48085281252861023,0.03937169164419174
1631220726.51999998,84712,0.1348971724510193,0.03767423704266548,1.0695679187774658,-0.2115880399942398,0.4521336257457733,-0.0023593148216605186
1631220726.60999990,84802,0.05615074187517166,0.06193083897233009,1.066027045249939,-0.7451512217521667,0.0038571367040276527,-0.1627860963344574
1631220726.73799992,84883,0.03741547465324402,0.0300404354929924,1.061002254486084,0.16154645383358002,-0.6422962546348572,0.03792388364672661
1631220726.88199997,84964,0.04760413244366646,-0.01969214156270027,1.0648002624511719,-0.048399779945611954,-0.47699645161628723,0.07733727991580963
1631220726.90799999,85054,0.036562610417604446,-0.03345877304673195,1.0622837543487549,-0.028517084196209908,0.10111530870199203,-0.00792290735989809
1631220726.90899992,85136,0.04000331833958626,-0.021163595840334892,1.0632131099700928,0.012063829228281975,0.1499617099761963,-0.02259562909603119
1631220727.20700002,85221,0.038895294070243835,-0.018969807773828506,1.0627191066741943,0.008364005014300346,-0.06474650651216507,-0.002143239136785269
1631220727.31900001,85307,0.0377374067902565,-0.024654584005475044,1.0619821548461914,-0.003245959524065256,-0.012235094793140888,0.011234604753553867
1631220727.44299984,85388,0.03711574152112007,-0.023285550996661186,1.0612717866897583,-3.975420258939266e-05,0.022690480574965477,0.012650623917579651
1631220727.62899995,85469,0.036701321601867676,-0.024766074493527412,1.0603721141815186,-0.002082883846014738,-0.02351970039308071,0.01147722452878952
1631220727.66100001,85550,0.03587495908141136,-0.025630362331867218,1.0596078634262085,0.001099832123145461,0.01291758194565773,0.008583609014749527
1631220727.77300000,85640,0.03518139570951462,-0.026620926335453987,1.0588217973709106,-0.0002668752567842603,-0.010754525661468506,0.007331338711082935
1631220727.91100001,85726,0.03445066884160042,-0.02739587239921093,1.0581071376800537,0.00023286917712539434,0.004667170345783234,0.005912575405091047
1631220728.02300000,85807,0.03369608893990517,-0.028433063998818398,1.0573278665542603,-0.0015459232963621616,-0.005645234603434801,0.0036824820563197136
1631220728.06499982,85888,0.033100806176662445,-0.029032550752162933,1.0566067695617676,-0.000907164067029953,0.0025283186696469784,0.0032198524568229914
1631220728.09099984,85969,0.03223082795739174,-0.030119501054286957,1.0558518171310425,9.95564041659236e-05,-0.0035463557578623295,0.001926170545630157
1631220728.13399982,86141,0.03070673532783985,-0.03179673105478287,1.0543633699417114,-0.0005590245127677917,-0.0024187383241951466,0.0028401187155395746
1631220728.20299983,86389,0.028371203690767288,-0.034156762063503265,1.0521833896636963,-0.0010465153027325869,-0.0018194466829299927,0.0029907419811934233
1631220728.29299998,86479,0.02761724963784218,-0.0349109023809433,1.0514330863952637,-0.0007563959807157516,-0.0013215378858149052,0.0017764451913535595
