timestamp,POSITION_TARGET_LOCAL_NED.time_boot_ms,POSITION_TARGET_LOCAL_NED.coordinate_frame,POSITION_TARGET_LOCAL_NED.type_mask,POSITION_TARGET_LOCAL_NED.x,POSITION_TARGET_LOCAL_NED.y,POSITION_TARGET_LOCAL_NED.z,POSITION_TARGET_LOCAL_NED.vx,POSITION_TARGET_LOCAL_NED.vy,POSITION_TARGET_LOCAL_NED.vz,POSITION_TARGET_LOCAL_NED.afx,POSITION_TARGET_LOCAL_NED.afy,POSITION_TARGET_LOCAL_NED.afz,POSITION_TARGET_LOCAL_NED.yaw,POSITION_TARGET_LOCAL_NED.yaw_rate
1631219342.31399989,95302,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,0.9279618859291077,0.0
1631219343.38699985,96371,1,63,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,0.9278755784034729,0.0
1631219344.40100002,97430,1,0,1.0048547983169556,0.5233458876609802,0.1033051535487175,-0.007937117479741573,-0.05147087946534157,0.8707190752029419,-0.06302310526371002,-0.14713138341903687,5.972817897796631,0.9280965328216553,0.0
1631219345.50099993,98490,1,0,1.0039104223251343,0.5219837427139282,0.08938580751419067,-0.021847650408744812,-0.0862128809094429,0.09242187440395355,-0.02482026070356369,-0.16563959419727325,3.6825101375579834,0.9280965328216553,0.0
1631219346.59299994,99563,1,0,1.0031909942626953,0.5196028351783752,0.10242469608783722,-0.004108739085495472,-0.10553295165300369,-0.25193294882774353,-0.08286050707101822,-0.08480685204267502,2.089392900466919,0.9280965328216553,0.0
1631219347.62399983,100623,1,0,1.0027494430541992,0.5162837505340576,0.09153565764427185,0.01739358715713024,-0.13724979758262634,-0.5840012431144714,0.22853346168994904,-0.31138524413108826,0.1445578634738922,0.9280965328216553,0.0
1631219348.70499992,101682,1,0,1.0026155710220337,0.5127520561218262,-0.26218536496162415,0.10540938377380371,-0.1605459302663803,-0.9029668569564819,0.3533485531806946,-0.354501336812973,-0.050836414098739624,0.9280965328216553,0.0
1631219349.82599998,102741,1,0,1.0027375221252441,0.5098119974136353,-0.9610005617141724,0.17019517719745636,-0.15432511270046234,-0.9947775602340698,0.3711605370044708,-0.4294816851615906,0.1886157989501953,0.9280965328216553,0.0
1631219350.78299999,103811,1,0,1.0028798580169678,0.5069488286972046,-1.8828091621398926,0.07451093196868896,-0.16243283450603485,-0.9998645782470703,0.18041732907295227,-0.4329281747341156,0.24765253067016602,0.938971757888794,0.0
1631219351.88100004,104870,1,0,1.0030217170715332,0.5041000843048096,-2.858443021774292,0.05191992595791817,-0.16999323666095734,-0.999605655670166,0.3246670663356781,-0.4204949736595154,-0.009066581726074219,0.938971757888794,0.0
1631219352.96799994,105933,1,0,1.003159999847412,0.501336395740509,-3.810305118560791,0.056807294487953186,-0.16030824184417725,-0.8146342039108276,0.3205241560935974,-0.44220155477523804,0.35443809628486633,0.938971757888794,0.0
1631219354.01300001,107002,1,0,1.0137158632278442,0.4102218449115753,-4.421018123626709,0.3299741744995117,-0.5365632772445679,-0.2940734922885895,1.8619697093963623,-1.874044418334961,0.8968477249145508,0.5061869621276855,-0.7853981852531433
1631219355.04499984,108067,1,0,1.521787166595459,-0.23368032276630402,-4.539242267608643,0.6442857980728149,-0.7647847533226013,0.022802643477916718,0.7272816300392151,-0.9319400191307068,0.41048765182495117,-0.3441525995731354,-0.7853981852531433
1631219356.13999987,109126,1,0,2.102229595184326,-0.7842082977294922,-4.574662685394287,0.7124990224838257,-0.7016730308532715,0.020350167527794838,0.44646891951560974,-1.516734004020691,0.23789341747760773,-0.6565573811531067,-0.0005932778585702181
1631219357.18199992,110189,1,0,2.7377893924713135,-1.2685524225234985,-4.585521221160889,0.7662395238876343,-0.6425550580024719,-0.01982865110039711,0.8105319142341614,-1.1026244163513184,0.17220333218574524,-0.6532885432243347,0.0041220844723284245
1631219358.24300003,111250,1,0,3.375401020050049,-1.754461407661438,-4.5964155197143555,0.8454381227493286,-0.5340734124183655,-0.06458698213100433,0.9056466221809387,-0.876106321811676,0.06206637620925903,-0.6471971869468689,0.007595520466566086
1631219359.29399991,112309,1,0,4.02061128616333,-2.246159553527832,-4.6074395179748535,0.8695970177650452,-0.49376219511032104,-0.10332905501127243,0.7054168581962585,-0.6649694442749023,0.009209580719470978,-0.6448277831077576,0.003844371298328042
1631219360.39399981,113381,1,0,4.710962295532227,-2.7722597122192383,-4.619236469268799,0.853482723236084,-0.5211213827133179,-0.09356152266263962,0.6454669237136841,-0.6580613851547241,0.0036058127880096436,-0.6460554599761963,-0.003271830268204212
1631219361.42999983,114442,1,0,5.485121250152588,-3.3622255325317383,-4.632463455200195,0.7859144806861877,-0.6183353066444397,-0.06720045208930969,0.47743847966194153,-0.738551914691925,0.09153677523136139,-0.6519226431846619,-0.0050186291337013245
1631219362.47399998,115501,1,0,6.318208694458008,-3.997101306915283,-4.64669942855835,0.7127204537391663,-0.6331409215927124,0.02331477403640747,0.3453039824962616,-0.6891880035400391,0.13192103803157806,-0.655189573764801,0.0016263530123978853
1631219363.55900002,116570,1,0,7.175464630126953,-4.650395393371582,-4.661344528198242,0.723777174949646,-0.5683483481407166,-0.030834965407848358,0.48749953508377075,-0.5769820213317871,-0.07794235646724701,-0.651974618434906,0.0035342704504728317
