timestamp,POSITION_TARGET_GLOBAL_INT.time_boot_ms,POSITION_TARGET_GLOBAL_INT.coordinate_frame,POSITION_TARGET_GLOBAL_INT.type_mask,POSITION_TARGET_GLOBAL_INT.lat_int,POSITION_TARGET_GLOBAL_INT.lon_int,POSITION_TARGET_GLOBAL_INT.alt,POSITION_TARGET_GLOBAL_INT.vx,POSITION_TARGET_GLOBAL_INT.vy,POSITION_TARGET_GLOBAL_INT.vz,POSITION_TARGET_GLOBAL_INT.afx,POSITION_TARGET_GLOBAL_INT.afy,POSITION_TARGET_GLOBAL_INT.afz,POSITION_TARGET_GLOBAL_INT.yaw,POSITION_TARGET_GLOBAL_INT.yaw_rate
1631219343.52499986,96564,5,0,-253321992,-575157254,123.30018615722656,nan,nan,nan,0.0,0.0,100.0,0.9284598231315613,0.0
1631219345.17699981,98166,5,0,-253321992,-575157254,123.30018615722656,-0.017311567440629005,-0.07663517445325851,0.20246000587940216,-0.0021079368889331818,-0.1394195407629013,4.020155906677246,0.9280965328216553,0.0
1631219346.73599982,99756,5,0,-253321992,-575157254,123.30018615722656,-0.0037603117525577545,-0.11083094030618668,-0.3152661621570587,0.01706157810986042,-0.27778908610343933,1.8129955530166626,0.9280965328216553,0.0
1631219348.36800003,101357,5,0,-253321992,-575157254,123.30018615722656,0.08183133602142334,-0.1581541746854782,-0.8114351630210876,0.30601415038108826,-0.36182719469070435,0.14794376492500305,0.9280965328216553,0.0
1631219349.91599989,102944,5,0,-253321992,-575157254,123.30018615722656,0.1644691526889801,-0.14679992198944092,-0.9944461584091187,0.3237249553203583,-0.3199206590652466,0.0670938491821289,0.9280965328216553,0.0
1631219351.52399993,104545,5,0,-253321992,-575157254,123.30018615722656,0.04457882046699524,-0.18049171566963196,-0.9910681247711182,0.29851406812667847,-0.5301928520202637,0.19084244966506958,0.938971757888794,0.0
1631219353.11199999,106136,5,0,-253321992,-575157254,123.30018615722656,0.06267394870519638,-0.15274885296821594,-0.7536356449127197,0.31001174449920654,-0.4005481004714966,0.42749887704849243,0.938971757888794,0.0
1631219354.69799995,107730,5,0,-253320160,-575158844,123.33000946044922,0.6459305286407471,-0.7633962035179138,0.009737066924571991,0.8010327219963074,-0.6720147728919983,0.1926625370979309,-0.06048174202442169,-0.7853981852531433
1631219356.28399992,109328,5,0,-253320160,-575158844,123.33000946044922,0.7118654847145081,-0.7023158669471741,0.00853557325899601,0.4882253110408783,-1.3278584480285645,0.5739065408706665,-0.6566415429115295,0.0018886345205828547
1631219357.92899990,110924,5,0,-253320160,-575158844,123.33000946044922,0.8284046649932861,-0.5601300597190857,-0.04874501749873161,0.8631511926651001,-0.9803655743598938,0.1398417055606842,-0.6486852169036865,0.005865118466317654
1631219359.50600004,112522,5,0,-253320160,-575158844,123.33000946044922,0.8733180165290833,-0.487150639295578,-0.10325895994901657,0.6522434949874878,-0.64966881275177,0.0740528330206871,-0.6444234848022461,0.000728154496755451
1631219361.07299995,114114,5,0,-253320160,-575158844,123.33000946044922,0.805539608001709,-0.5925421118736267,-0.08087193220853806,0.4512479603290558,-0.681326687335968,-0.04469350725412369,-0.6503101587295532,-0.005157425533980131
1631219362.68199992,115705,5,0,-253320160,-575158844,123.33000946044922,0.7070081830024719,-0.6184872388839722,0.014418897219002247,0.3767286241054535,-0.6527861952781677,0.028392590582370758,-0.6547796726226807,0.002165875630453229
1631219364.31599998,117305,5,0,-253320160,-575158844,123.33000946044922,0.757841944694519,-0.5373077392578125,-0.07072096318006516,0.3805868923664093,-0.5472189784049988,-0.07358133047819138,-0.6492363810539246,0.0027058226987719536
1631219365.85500002,118896,5,0,-253320160,-575158844,123.33000946044922,0.6593254804611206,-0.5292254090309143,-0.05016647279262543,0.15108293294906616,-0.38082873821258545,0.01358567550778389,-0.6526421904563904,-0.0026235731784254313
1631219367.48099995,120498,5,0,-253320160,-575158844,123.33000946044922,0.6078940629959106,-0.5402348041534424,0.06384070217609406,0.1318410485982895,-0.49135836958885193,0.18015405535697937,-0.6558749079704285,-0.00993337668478489
1631219369.08399987,122084,5,0,-253320160,-575158844,123.33000946044922,0.5841361284255981,-0.7730549573898315,0.0721270889043808,0.04058651998639107,-0.9468048810958862,-0.01777331903576851,-0.6733941435813904,-0.014361048117280006
1631219370.64800000,123686,5,0,-253320160,-575158844,123.33000946044922,0.5828786492347717,-0.8125593066215515,0.06909382343292236,-0.12315743416547775,-0.8356488943099976,-0.0013534091413021088,-0.6798719763755798,-0.001872796332463622
1631219372.32999992,125276,5,0,-253320160,-575158844,123.33000946044922,0.6906934380531311,-0.6744011044502258,-0.04857435077428818,-0.11747509241104126,-0.6392236351966858,-0.1961224377155304,-0.6647790670394897,0.001740973093546927
1631219373.91799998,126877,5,0,-253320160,-575158844,123.33000946044922,0.6416041851043701,-0.6694879531860352,-0.02906448394060135,-0.21975396573543549,-0.7033568620681763,-0.21474948525428772,-0.6714106798171997,-0.008288156241178513
1631219375.42299986,128464,5,0,-253320160,-575158844,123.33000946044922,0.591993510723114,-0.7199362516403198,0.0013679563999176025,-0.21287190914154053,-0.8368605375289917,-0.14281395077705383,-0.6892336010932922,-0.022966250777244568
1631219377.09599996,130066,5,0,-253320160,-575158844,123.33000946044922,0.694229245185852,-0.7034453749656677,0.017544308677315712,-0.039741307497024536,-0.618655264377594,-0.10805115848779678,-0.6847711205482483,0.025339659303426743
1631219378.61999989,131655,5,0,-253320160,-575158844,123.33000946044922,0.7167698740959167,-0.6341195106506348,-0.012807648628950119,-0.2277442067861557,-0.5812612771987915,-0.07345333695411682,-0.6780944466590881,-0.037244196981191635
1631219380.21099997,133258,5,0,-253318367,-575156288,123.33000946044922,0.6406051516532898,0.5474772453308105,0.05222127586603165,-0.43088072538375854,0.30649179220199585,-0.12536054849624634,0.00560145266354084,0.7853981852531433
1631219381.82999992,134847,5,0,-253318367,-575156288,123.33000946044922,0.6103196740150452,0.6112406253814697,0.02755345217883587,0.18671166896820068,-0.7504178285598755,0.4771413207054138,0.8724324107170105,-0.010954026132822037
1631219383.41400003,136444,5,0,-253318367,-575156288,123.33000946044922,0.6222261190414429,0.4010980427265167,0.0329272598028183,0.0895565003156662,-0.7382331490516663,-0.07125586271286011,0.8669398427009583,-0.001944065443240106
1631219386.25899982,138037,5,0,-253318367,-575156288,123.33000946044922,0.6009064316749573,0.6445286273956299,-0.046070463955402374,0.03636067360639572,-0.41172781586647034,-0.15978199243545532,0.873100757598877,0.007971910759806633
1631219388.30099988,139635,5,0,-253318367,-575156288,123.33000946044922,0.5695765018463135,0.8219383955001831,-0.010289766825735569,0.09437860548496246,-0.15483996272087097,-0.16069716215133667,0.8785905838012695,0.0021983906626701355
1631219388.30299997,141226,5,0,-253318367,-575156288,123.33000946044922,0.4851096570491791,0.8744533061981201,-0.06908965110778809,-0.1399085819721222,0.07468867301940918,-0.44806796312332153,0.8830207586288452,0.000810300640296191
1631219389.78799987,142827,5,0,-253318367,-575156288,123.33000946044922,0.4920053482055664,0.8705922365188599,-0.07235915958881378,-0.19358466565608978,-0.0021010274067521095,-0.18214136362075806,0.8831756114959717,0.00042062511784024537
1631219391.44700003,144424,5,0,-253318367,-575156288,123.33000946044922,0.5301780104637146,0.8478864431381226,-0.009919763542711735,-0.16206364333629608,0.02076024003326893,-0.23436352610588074,0.8815741539001465,-0.0014785259263589978
1631219393.05199981,146017,5,0,-253318367,-575156288,123.33000946044922,0.5508531928062439,0.8346023559570312,0.008180683478713036,-0.26631855964660645,0.011425008065998554,-0.39841794967651367,0.8807681202888489,0.00023001042427495122
1631219394.60699987,147615,5,0,-253318367,-575156288,123.33000946044922,0.6175855398178101,0.786503791809082,0.03179393708705902,0.11225514858961105,-0.14815570414066315,-0.09314901381731033,0.8766409158706665,-0.005365539342164993
1631219396.21799994,149207,5,0,-253318367,-575156288,123.33000946044922,0.7740451097488403,0.6331304907798767,0.02370368130505085,0.6447180509567261,-0.27136459946632385,-0.16417792439460754,0.8636626601219177,-0.01086855586618185
1631219397.77199984,150805,5,0,-253318367,-575156288,123.33000946044922,0.820999801158905,0.5709285736083984,0.026825295761227608,0.6120807528495789,-0.15356312692165375,-0.12984463572502136,0.8575906753540039,0.004665238317102194
1631219399.38399982,152395,5,0,-253318367,-575156288,123.33000946044922,0.6888819336891174,0.7248734831809998,-0.008291255682706833,0.35858047008514404,-0.0417262427508831,-0.03527259826660156,0.8704218864440918,0.007321614306420088
1631219400.98499990,153993,5,0,-253318367,-575156288,123.33000946044922,0.6433702707290649,0.7655551433563232,0.017672937363386154,0.46988731622695923,-0.07565014064311981,-0.07663781195878983,0.8747149705886841,-0.003684559604153037
1631219402.57099986,155584,5,0,-253318367,-575156288,123.33000946044922,0.7281239032745361,0.6854454874992371,0.009076209738850594,0.6375190615653992,-0.1599625051021576,-0.05953965336084366,0.8646876811981201,-0.005984423216432333
1631219404.19199991,157183,5,0,-253318367,-575156288,123.33000946044922,0.7121033072471619,0.7020747065544128,0.01637915149331093,0.4835572838783264,-0.05532931908965111,-0.07124665379524231,0.8653695583343506,0.00626211566850543
1631219405.76099992,158776,5,0,-253318367,-575156288,123.33000946044922,0.6468772292137146,0.7625941634178162,0.016934191808104515,0.3593507707118988,0.04030504450201988,-0.03852703049778938,0.8740876913070679,0.010257956571877003
1631219407.39299989,160367,5,0,-253318367,-575156288,123.33000946044922,0.581001877784729,0.8139022588729858,0.032385118305683136,0.3294171690940857,0.2387239933013916,-0.03371571749448776,0.885249674320221,0.006412840913981199
1631219408.96700001,161967,5,0,-253318367,-575156288,123.33000946044922,0.661679744720459,0.7497864961624146,0.00041980232344940305,0.5539388060569763,0.005935581400990486,-0.09745694696903229,0.870553195476532,-0.016060154885053635
1631219410.56200004,163566,5,0,-253318367,-575156288,123.33000946044922,0.7030154466629028,0.711174726486206,0.010315749794244766,0.5294979810714722,0.054037079215049744,-0.0055628493428230286,0.8563992381095886,0.0008726465748623013
1631219412.11199999,165157,5,0,-253318367,-575156288,123.33000946044922,0.6734125018119812,0.7392670512199402,0.033426523208618164,0.44785773754119873,0.009843418374657631,-0.09436562657356262,0.8607403039932251,0.01819152757525444
1631219413.77799988,166747,5,0,-253319090,-575155602,123.33000946044922,0.5096675157546997,0.8603714108467102,-0.04503795877099037,-0.7400742769241333,0.1934306025505066,0.1709674447774887,1.126913070678711,0.7853981852531433
