timestamp,LOCAL_POSITION_NED.time_boot_ms,LOCAL_POSITION_NED.x,LOCAL_POSITION_NED.y,LOCAL_POSITION_NED.z,LOCAL_POSITION_NED.vx,LOCAL_POSITION_NED.vy,LOCAL_POSITION_NED.vz
1631219278.45499992,30352,0.10679934918880463,-0.34082087874412537,0.12700432538986206,-0.018824532628059387,-0.026160668581724167,0.03358270600438118
1631219281.13199997,33372,0.08251652866601944,-0.44012609124183655,0.1223621591925621,-0.007410825230181217,-0.006907032337039709,0.0202835313975811
1631219281.91199994,34868,0.05418673902750015,-0.4792728126049042,0.10353894531726837,-0.01123914122581482,5.3083611419424415e-05,0.009751701727509499
1631219283.45799994,36393,0.03335314244031906,-0.5211546421051025,0.09603050351142883,-0.010167326778173447,0.0011381941149011254,0.000867221096996218
1631219285.00399995,37898,0.019575174897909164,-0.5489875674247742,0.0624287948012352,-0.004572298377752304,0.003072933293879032,-0.009035540744662285
1631219286.45799994,39415,-0.021469511091709137,-0.5594102144241333,0.052353594452142715,-0.00768816564232111,0.005495819263160229,-0.008294332772493362
1631219288.02799988,40933,-0.06744378060102463,-0.5281382203102112,0.06862618029117584,-0.00528237409889698,0.011461419984698296,-0.0029679667204618454
1631219289.51899981,42439,-0.12209167331457138,-0.45144492387771606,0.10074281692504883,-0.008215170353651047,0.016255686059594154,0.003986728377640247
1631219291.01199985,43949,-0.16924767196178436,-0.34208789467811584,0.10510801523923874,-0.0034342200960963964,0.022411122918128967,-0.0014681683387607336
1631219292.50999999,45459,-0.19410715997219086,-0.22781269252300262,0.10804802924394608,0.0009363179560750723,0.022928016260266304,-0.0026343928184360266
1631219294.05799985,46970,-0.16730765998363495,-0.12763087451457977,0.1107417643070221,0.009388905018568039,0.016213886439800262,-0.0057187918573617935
1631219295.50600004,48480,-0.10621585696935654,-0.02648911625146866,0.1237209141254425,0.015584803186357021,0.015682296827435493,-0.005795881152153015
1631219297.05900002,49999,-0.01638415828347206,0.06919541954994202,0.13244622945785522,0.016869405284523964,0.015044054947793484,-0.003992920275777578
1631219298.60899997,51501,0.06740350276231766,0.16216005384922028,0.13161934912204742,0.01654888689517975,0.01141388714313507,-0.005546846427023411
1631219300.03999996,53020,0.13285978138446808,0.2489818036556244,0.10836714506149292,0.013490221463143826,0.0070601762272417545,-0.010900364257395267
1631219301.60899997,54531,0.20638711750507355,0.29820987582206726,0.0846337154507637,0.010780594311654568,0.0018155769212171435,-0.01712019182741642
1631219303.09099984,56041,0.2814176678657532,0.32493534684181213,0.07274828106164932,0.012189345434308052,-0.004223691299557686,-0.01889963261783123
1631219304.60800004,57561,0.35693711042404175,0.33173105120658875,0.09126019477844238,0.00940992683172226,-0.013395599089562893,-0.013061880134046078
1631219306.10699987,59062,0.4339717626571655,0.3322133719921112,0.09983466565608978,0.004318709019571543,-0.01415133848786354,-0.010561090894043446
1631219307.60599995,60581,0.5149940848350525,0.3372289836406708,0.06873374432325363,0.006019699852913618,-0.0006277628126554191,-0.021526005119085312
1631219309.13999987,62101,0.6017076969146729,0.2861194610595703,0.1109020859003067,0.008643517270684242,-0.014405856840312481,-0.0044258832931518555
1631219310.70700002,63612,0.703030526638031,0.24344173073768616,0.1247180625796318,0.010647868737578392,-0.012650946155190468,-0.0005153657402843237
1631219312.22499990,65112,0.8070447444915771,0.22599850594997406,0.09338140487670898,0.0071364049799740314,0.00020533998031169176,-0.017528768628835678
1631219313.70599985,66631,0.8988290429115295,0.18591386079788208,0.09493573009967804,-0.002708016661927104,-0.001754487631842494,-0.01725054159760475
1631219315.20599985,68142,0.9888327717781067,0.16363029181957245,0.08917950093746185,-0.0002495854569133371,0.002893111202865839,-0.01560160331428051
1631219316.70499992,69648,1.068406581878662,0.13577955961227417,0.09707143902778625,-0.0021712942980229855,0.001416616141796112,-0.015597313642501831
1631219318.18899989,71163,1.1412255764007568,0.09964759647846222,0.07570537179708481,-0.0018384017748758197,-0.001722701475955546,-0.019294297322630882
1631219319.70599985,72669,1.209657073020935,0.049444589763879776,0.08103054016828537,0.0019295245874673128,-0.005790877155959606,-0.012136450037360191
1631219321.18899989,74180,1.254023790359497,0.010182574391365051,0.11772221326828003,-0.004503136500716209,-0.003992253448814154,0.00015887308109086007
1631219322.78399992,75703,1.2855135202407837,-0.016970433294773102,0.1416446715593338,-0.005442410707473755,-0.0007243870059028268,0.0062140412628650665
1631219324.30299997,77215,1.316988468170166,-0.00669705867767334,0.14170797169208527,-0.00486377440392971,0.00792676955461502,0.00029700095183216035
1631219325.77099991,78719,1.3136341571807861,0.014676707796752453,0.1347513645887375,-0.011451220139861107,0.01057711336761713,-0.0035189304035156965
1631219327.24399996,80230,1.278255820274353,0.051454056054353714,0.15800392627716064,-0.017703823745250702,0.010852129198610783,0.0040925005450844765
1631219328.80399990,81741,1.2576338052749634,0.08422250300645828,0.15345792472362518,-0.009578756056725979,0.01071461383253336,0.004876989405602217
1631219330.27300000,83260,1.227773666381836,0.12814654409885406,0.13253049552440643,-0.009716952219605446,0.014130490832030773,-0.002770175226032734
1631219331.77099991,84770,1.2071796655654907,0.14224132895469666,0.14244794845581055,-0.004798301495611668,0.0029487519059330225,-0.0007087196572683752
1631219333.28499985,86280,1.1801327466964722,0.16068752110004425,0.13072361052036285,-0.0032447779085487127,-0.0016413454432040453,-0.009266560897231102
1631219334.82399988,87800,1.1493340730667114,0.14714007079601288,0.14383451640605927,-0.0037442680913954973,-0.010380012914538383,-0.009819208644330502
1631219336.36099982,89301,1.1022230386734009,0.15442508459091187,0.14363399147987366,-0.012456195428967476,-0.006070415023714304,-0.0061951568350195885
1631219337.89100003,90821,1.0654360055923462,0.18451476097106934,0.1418464481830597,-0.01279335469007492,-0.003705332987010479,-0.0046528722159564495
1631219339.38899994,92322,1.0253547430038452,0.25529977679252625,0.12594833970069885,-0.01916702650487423,0.006672969087958336,-0.012336340732872486
1631219340.88699985,93841,1.0106366872787476,0.3301718533039093,0.13585439324378967,-0.006418576929718256,0.008872545324265957,-0.010116362944245338
1631219342.45700002,95442,1.0038799047470093,0.45327287912368774,0.10314787179231644,-0.0035675016697496176,0.034230951219797134,-0.005955099128186703
1631219344.07599998,97029,1.0061091184616089,0.5519234538078308,0.09369482100009918,-0.0019319141283631325,0.02092873305082321,-0.014516564086079597
1631219345.68899989,98630,1.0261101722717285,0.6125093698501587,0.08704204112291336,0.013159782625734806,-0.014733923599123955,0.010629914700984955
1631219347.26999998,100222,0.9985864162445068,0.6425737738609314,0.11509270966053009,-0.050091877579689026,0.004296662285923958,-0.02537938393652439
1631219348.83899999,101814,0.8833190202713013,0.6771023273468018,-0.3308579623699188,-0.05335531011223793,-0.012839533388614655,-0.6394935846328735
1631219350.42999983,103408,0.8635139465332031,0.6612277626991272,-1.5133259296417236,0.05582035705447197,-0.009042319841682911,-0.8623778820037842
1631219352.04099989,105011,0.946860134601593,0.6718654036521912,-2.990161895751953,-0.026871729642152786,-0.0589226670563221,-0.8781703114509583
1631219353.63899994,106601,0.922603964805603,0.6295205950737,-4.277580261230469,-0.03945791348814964,-0.1370885968208313,-0.5324859023094177
1631219355.22399998,108192,1.2845295667648315,0.05886516347527504,-4.641602039337158,0.40778806805610657,-0.4399900734424591,0.008047414943575859
1631219356.81599998,109797,2.1772162914276123,-0.7035605907440186,-4.591582775115967,0.5913646221160889,-0.3207429051399231,-0.02258208766579628
1631219358.47700000,111379,2.995513916015625,-1.5979348421096802,-4.538525104522705,0.6374768614768982,-0.43170976638793945,-0.05814748257398605
1631219360.00699997,112980,4.0907206535339355,-2.462853193283081,-4.522831439971924,0.7982545495033264,-0.522812008857727,-0.10049998760223389
1631219361.59599996,114581,5.5768890380859375,-3.388829231262207,-4.598603248596191,0.8646093010902405,-0.6061087846755981,-0.0995391383767128
1631219363.21299982,116181,6.956597328186035,-4.426719665527344,-4.6603288650512695,0.765911340713501,-0.6347845196723938,0.02262674644589424
1631219364.80499983,117773,8.17523193359375,-5.461795806884766,-4.597229957580566,0.8387386202812195,-0.6208310127258301,-0.04855309799313545
1631219366.36699986,119360,9.575053215026855,-6.414031505584717,-4.689762592315674,0.77363121509552,-0.649818480014801,-0.03391652554273605
1631219367.99799991,120961,10.8905611038208,-7.3179826736450195,-4.816985130310059,0.7088510394096375,-0.5641728639602661,0.082169309258461
1631219369.56799984,122552,12.145245552062988,-8.03433895111084,-4.8319268226623535,0.7359752655029297,-0.6284894347190857,0.06840638816356659
1631219371.16199994,124143,13.369062423706055,-9.028204917907715,-4.827479362487793,0.7114840149879456,-0.7515043616294861,0.10596496611833572
1631219372.80399990,125740,14.592580795288086,-10.158294677734375,-4.7321858406066895,0.7819477915763855,-0.6702002286911011,-0.056866779923439026
1631219374.39599991,127340,15.929964065551758,-11.107537269592285,-4.821864604949951,0.7574347853660583,-0.6445382237434387,0.00792483426630497
1631219375.98499990,128932,17.19830322265625,-12.016012191772461,-4.839949607849121,0.6812986135482788,-0.6722689270973206,0.005146317183971405
1631219377.53999996,130532,18.34576988220215,-13.057951927185059,-4.8638200759887695,0.7008309960365295,-0.7570696473121643,0.022267227992415428
1631219379.11999989,132124,19.669109344482422,-14.048108100891113,-4.901240348815918,0.8145418763160706,-0.6712033748626709,0.036080777645111084
1631219380.73699999,133720,20.9880313873291,-14.238021850585938,-4.919923305511475,0.5308631658554077,0.6989284157752991,0.07026921957731247
1631219382.35200000,135316,21.951915740966797,-12.683708190917969,-4.917296886444092,0.4254620671272278,0.589911937713623,-0.10113315284252167
1631219383.95599985,136911,22.9843807220459,-11.40982723236084,-4.886710166931152,0.5578758716583252,0.4016992747783661,0.0009732843609526753
1631219386.25999999,138499,24.064889907836914,-10.491681098937988,-4.85847282409668,0.5707941651344299,0.5374873876571655,-0.028564002364873886
1631219388.30199981,140104,25.060482025146484,-9.457292556762695,-4.879335880279541,0.567812442779541,0.5920965075492859,-0.021785955876111984
1631219388.72299981,141691,25.99384117126465,-8.449487686157227,-4.799546241760254,0.5866613388061523,0.6811215877532959,-0.0445811003446579
1631219390.26199985,143291,26.865459442138672,-7.352589130401611,-4.846545696258545,0.5546624660491943,0.7111319899559021,-0.04757389426231384
1631219391.95099998,144883,27.73223114013672,-6.2537055015563965,-4.897128582000732,0.5692506432533264,0.7684672474861145,0.02163800224661827
1631219393.51600003,146483,28.67853546142578,-5.092267036437988,-4.8904337882995605,0.6112132668495178,0.7827712893486023,0.013215160928666592
1631219395.09999990,148070,29.539226531982422,-3.8528192043304443,-4.919500827789307,0.48757433891296387,0.8080213665962219,0.005002384539693594
1631219396.68099999,149671,30.24880027770996,-2.6300148963928223,-4.9315080642700195,0.4430777430534363,0.6764787435531616,0.012869605794548988
1631219398.30799985,151262,31.05527687072754,-1.7400392293930054,-4.914885520935059,0.6085715293884277,0.5337293148040771,2.676093572517857e-05
1631219399.88999987,152859,32.00075149536133,-0.9107755422592163,-4.894753456115723,0.6335578560829163,0.6927593946456909,-0.020072992891073227
1631219401.46199989,154450,32.86170196533203,0.13104484975337982,-4.9159979820251465,0.5628058910369873,0.7582128643989563,0.031042374670505524
1631219403.08099985,156050,33.68388748168945,1.2824416160583496,-4.891568183898926,0.6383163928985596,0.6774154901504517,0.001554406713694334
1631219404.68400002,157642,34.6961555480957,2.3746659755706787,-4.920324325561523,0.698237419128418,0.6854899525642395,0.01246124692261219
1631219406.30399990,159242,35.74405288696289,3.4994139671325684,-4.923228740692139,0.680542528629303,0.6639143228530884,-0.011914988048374653
1631219407.83500004,160830,36.71635437011719,4.563865661621094,-4.91704797744751,0.5828107595443726,0.7122835516929626,0.04875084385275841
1631219409.45899987,162431,37.5377311706543,5.783695220947266,-4.904530048370361,0.6294294595718384,0.7461236715316772,-0.0031086942180991173
1631219411.06699991,164030,38.50651550292969,6.972292900085449,-4.931619644165039,0.6758304834365845,0.7335277199745178,-0.0027616198640316725
1631219412.64100003,165624,39.58100509643555,8.135632514953613,-4.902600288391113,0.697797954082489,0.7453254461288452,0.044708579778671265
1631219414.24899983,167213,40.41000747680664,9.297539710998535,-4.867323398590088,-0.05225493386387825,0.8223167657852173,-0.023602167144417763
1631219415.82799983,168809,39.763675689697266,10.180821418762207,-4.892465114593506,-0.39706793427467346,0.4388297200202942,-0.03688384220004082
1631219417.44400001,170415,38.7024040222168,11.068675994873047,-4.861042499542236,-0.4915085732936859,0.5516698956489563,-0.04685167595744133
1631219419.06999993,172001,37.756385803222656,12.292256355285645,-4.867664813995361,-0.5182274580001831,0.687115490436554,-0.013127095997333527
1631219420.62899995,173602,36.79633712768555,13.56601333618164,-4.856554985046387,-0.6205990314483643,0.6753191351890564,-0.049906786531209946
1631219422.19199991,175189,35.70566940307617,14.782950401306152,-4.934926509857178,-0.6770763397216797,0.7230498194694519,0.008100351318717003
1631219423.86699986,176781,34.65907669067383,15.85986328125,-4.98458194732666,-0.6402944922447205,0.6193758249282837,0.07502934336662292
1631219425.37800002,178394,33.8137092590332,15.85268497467041,-4.981374263763428,-0.30721351504325867,-0.5191777944564819,0.06744041293859482
1631219427.03399992,179972,33.221893310546875,15.056310653686523,-4.947890758514404,-0.4864124059677124,-0.42158615589141846,0.11235234141349792
1631219428.61599994,181573,32.13606262207031,14.0227689743042,-4.8510422706604,-0.5820309519767761,-0.6223230957984924,0.010914475657045841
1631219430.16599989,183160,31.014781951904297,12.861918449401855,-4.86704158782959,-0.5410351157188416,-0.6982733607292175,-0.03927335888147354
1631219431.79499984,184760,30.163179397583008,11.774001121520996,-4.953224182128906,-0.5138407945632935,-0.7084800004959106,0.08799416571855545
1631219433.33799982,186361,29.318510055541992,10.682918548583984,-4.920915126800537,-0.6056618094444275,-0.6823018789291382,0.039067164063453674
1631219434.97199988,187953,28.37604331970215,9.65610122680664,-4.959613800048828,-0.6140791177749634,-0.648194432258606,0.055549509823322296
1631219436.57200003,189549,27.40498924255371,8.668303489685059,-4.930353164672852,-0.6646569967269897,-0.6894345283508301,0.012720582075417042
1631219438.20400000,191140,26.511167526245117,7.593393325805664,-4.9636383056640625,-0.6145339608192444,-0.6405287981033325,0.050352632999420166
1631219439.74499989,192745,25.659873962402344,6.508965492248535,-4.957627296447754,-0.5833777785301208,-0.7383280396461487,0.03346977010369301
1631219441.35899997,194332,24.832304000854492,5.37252140045166,-4.949937343597412,-0.6172152161598206,-0.7209664583206177,0.08783276379108429
1631219442.94799995,195932,23.7963924407959,4.187699317932129,-4.8785858154296875,-0.7443792819976807,-0.7815610766410828,0.006088981404900551
1631219444.51300001,197520,22.651355743408203,2.8879005908966064,-4.917374610900879,-0.7380258440971375,-0.8353105187416077,0.024060212075710297
1631219446.13599992,199120,21.564842224121094,1.5918039083480835,-4.939591884613037,-0.6530297994613647,-0.7313642501831055,0.061182569712400436
1631219447.70299983,200712,20.55632972717285,0.5012434720993042,-4.925633430480957,-0.6780146360397339,-0.7066437602043152,0.031154178082942963
1631219449.30900002,202303,19.476655960083008,-0.6760283708572388,-4.933419704437256,-0.73780757188797,-0.8187796473503113,0.013588850386440754
1631219450.93099999,203898,18.54107093811035,-1.9715937376022339,-4.967187881469727,-0.602621853351593,-0.8061824440956116,0.0715147852897644
1631219452.52799988,205499,17.640060424804688,-3.1127724647521973,-4.963528633117676,-0.6715227961540222,-0.69419926404953,0.07689540833234787
1631219454.13899994,207100,16.625255584716797,-4.273672103881836,-4.878389835357666,-0.6645237803459167,-0.7527154684066772,-0.012717967852950096
1631219455.71899986,208692,15.50742244720459,-5.458995342254639,-4.801169395446777,-0.76109778881073,-0.8455703854560852,-0.048042770475149155
1631219457.36500001,210282,14.419295310974121,-6.803086280822754,-4.825922966003418,-0.6620020270347595,-0.7932207584381104,-0.14686283469200134
1631219458.93499994,211879,13.41757583618164,-7.966183185577393,-4.925987720489502,-0.6611039042472839,-0.6898833513259888,0.004719891119748354
1631219460.53099990,213483,12.401738166809082,-9.0805025100708,-4.9228196144104,-0.7262749671936035,-0.6945089101791382,0.012247435748577118
1631219462.08200002,215075,11.129634857177734,-9.213608741760254,-4.948938846588135,-0.8158220648765564,0.41275039315223694,0.04961947351694107
1631219463.70199990,216662,9.793087005615234,-8.359387397766113,-4.915186405181885,-0.7229254841804504,0.5410695672035217,0.036073435097932816
1631219465.35299993,218263,8.765154838562012,-7.443098068237305,-4.888996124267578,-0.6801131963729858,0.41491585969924927,-0.014115627855062485
1631219466.86699986,219849,7.863100051879883,-6.878922462463379,-4.977899074554443,-0.6195720434188843,0.3106096684932709,0.060285262763500214
1631219468.49300003,221450,6.896194934844971,-6.400014877319336,-4.9669928550720215,-0.6840317845344543,0.36709171533584595,0.048956457525491714
