timestamp,SERVO_OUTPUT_RAW.time_usec,SERVO_OUTPUT_RAW.port,SERVO_OUTPUT_RAW.servo1_raw,SERVO_OUTPUT_RAW.servo2_raw,SERVO_OUTPUT_RAW.servo3_raw,SERVO_OUTPUT_RAW.servo4_raw,SERVO_OUTPUT_RAW.servo5_raw,SERVO_OUTPUT_RAW.servo6_raw,SERVO_OUTPUT_RAW.servo7_raw,SERVO_OUTPUT_RAW.servo8_raw,SERVO_OUTPUT_RAW.servo9_raw,SERVO_OUTPUT_RAW.servo10_raw,SERVO_OUTPUT_RAW.servo11_raw,SERVO_OUTPUT_RAW.servo12_raw,SERVO_OUTPUT_RAW.servo13_raw,SERVO_OUTPUT_RAW.servo14_raw,SERVO_OUTPUT_RAW.servo15_raw,SERVO_OUTPUT_RAW.servo16_raw
1631219618.43999982,371379937,0,1545,1545,1539,1612,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219620.02900004,372974553,0,1530,1523,1508,1607,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219621.61399984,374585663,0,1524,1539,1532,1605,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219623.21099997,376175655,0,1527,1550,1536,1609,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219624.76799989,377777442,0,1513,1558,1537,1606,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219626.37399983,379376463,0,1523,1545,1538,1603,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219627.97299981,380958133,0,1569,1572,1487,1582,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219629.60099983,382546971,0,1529,1537,1534,1609,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219631.18499994,384153255,0,1567,1566,1494,1578,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219632.77499986,385746397,0,1531,1538,1523,1604,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219634.44299984,387339575,0,1556,1572,1488,1573,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219635.94700003,388940837,0,1534,1537,1517,1621,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219637.65499997,390531315,0,1550,1568,1492,1558,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219639.16899991,392115964,0,1561,1568,1480,1589,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219640.73399997,393719546,0,1523,1539,1521,1612,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219642.34399986,395324407,0,1546,1578,1487,1580,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219643.91199994,396902021,0,1506,1557,1516,1615,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219645.52499986,398510193,0,1507,1575,1549,1599,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219647.14299989,400091917,0,1569,1587,1508,1576,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219648.75000000,401701494,0,1522,1552,1558,1608,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219650.33999991,403302775,0,1521,1514,1558,1608,1512,1512,900,900,0,0,0,0,0,0,0,0
1631219651.95299983,404876289,0,1526,1532,1568,1623,1512,1512,900,900,0,0,0,0,0,0,0,0
